date,market,개인,외국인,기관,연기금
2025-05-16,KOSPI,-2822.95,1694.22,1133.58,156.08
2025-05-19,KOSDAQ,2379.97,-357.3,-1809.21,-48.26
2025-05-19,KOSPI,2986.02,-1133.59,-1947.68,-243.35
2025-05-20,KOSDAQ,-728.14,541.68,684.36,211.83
2025-05-20,KOSPI,205.54,-1144.79,610.03,-207.35
2025-05-21,KOSDAQ,-1171.79,416.42,854.08,270.13
2025-05-21,KOSPI,-3315.46,1920.24,1045.68,-52.17
2025-05-22,KOSDAQ,1114.63,-550.86,-522.41,-141.24
2025-05-22,KOSPI,6848.35,-2237.13,-4319.17,83.44
2025-05-23,KOSDAQ,412.28,-283.82,252.2,73.31
2025-05-23,KOSPI,1347.27,-584.96,-1026.43,-107.38
2025-05-26,KOSDAQ,-1645.53,840.4,862.49,103.2
2025-05-26,KOSPI,-5157.94,1015.2,4322.9,474.59
2025-05-27,KOSDAQ,198.09,2.25,-112.1,-2.7
2025-05-27,KOSPI,536.75,-781.5,-201.03,-206.37
2025-05-28,KOSDAQ,-719.65,3332.61,53.31,115.14
2025-05-28,KOSPI,-9906.96,2998.7,7437.57,447.92
2025-05-29,KOSDAQ,-302.16,-18.55,480.5,-125.88
2025-05-29,KOSPI,-9962.93,2897.04,6841.63,680.16
2025-05-30,KOSDAQ,1070.57,-1123.83,56.21,172.87
2025-05-30,KOSPI,6050.83,-6070.42,-159.85,144.45
2025-06-02,KOSDAQ,-1214.72,1117.19,170.05,117.76
2025-06-02,KOSPI,981.74,1250.16,-2414.71,-89.53
2025-06-04,KOSDAQ,-3069.29,1489.01,1763.19,-62.04
2025-06-04,KOSPI,-12259.5,10507.11,2046.38,28.7
2025-06-05,KOSDAQ,-425.22,395.95,99.49,43.85
2025-06-05,KOSPI,-11891.91,9800.59,2206.69,615.87
2025-06-09,KOSDAQ,-1042.01,1526.82,-388.39,95.36
2025-06-09,KOSPI,-2300.61,9766.76,-7331.76,-1113.89
2025-06-10,KOSDAQ,133.87,52.08,-23.09,166.42
2025-06-10,KOSPI,-6269.12,6322.97,141.87,-90.48
2025-06-11,KOSDAQ,-3052.17,2072.04,1128.05,127.93
2025-06-11,KOSPI,-3662.8,1660.85,2303.83,-276.24
2025-06-12,KOSDAQ,365.08,92.63,-65.15,214.7
2025-06-12,KOSPI,-1793.72,4072.86,-2304.3,1239.79
2025-06-13,KOSDAQ,3362.25,-2350.92,-906.79,-155.2
2025-06-13,KOSPI,4673.77,1210.32,-6460.63,292.96
2025-06-16,KOSDAQ,-1514.74,1176.47,437.46,15.5
2025-06-16,KOSPI,463.36,-3224.01,2524.0,-283.87
2025-06-17,KOSDAQ,747.69,135.32,-631.87,95.57
2025-06-17,KOSPI,2245.17,-952.58,-1006.26,-1110.45
2025-06-18,KOSDAQ,295.23,-440.08,-10.59,180.97
2025-06-18,KOSPI,-4318.23,2870.49,1101.19,-475.42
2025-06-19,KOSDAQ,1242.89,-1353.38,189.51,29.66
2025-06-19,KOSPI,3499.96,-825.88,-3017.76,-1355.88
2025-06-20,KOSDAQ,-848.69,498.92,388.27,253.6
2025-06-20,KOSPI,-5965.88,5625.52,372.28,113.19
2025-06-23,KOSDAQ,1189.12,-64.88,-613.32,-38.19
2025-06-23,KOSPI,13797.37,-3667.58,-9485.06,-167.75
2025-06-24,KOSDAQ,-2077.05,1732.95,646.59,-9.82
2025-06-24,KOSPI,-5675.59,4382.56,2593.82,-984.01
2025-06-25,KOSDAQ,2107.48,-1438.37,-499.26,-3.64
2025-06-25,KOSPI,7579.91,-1107.72,-5883.35,-519.87
2025-06-26,KOSDAQ,2379.15,-1674.7,-559.27,-96.19
2025-06-26,KOSPI,8325.44,-5794.13,-4080.22,-466.83
2025-06-27,KOSDAQ,1863.06,-2239.95,470.42,32.34
2025-06-27,KOSPI,4868.05,-8579.61,3433.56,-127.73
2025-06-30,KOSDAQ,-122.82,-177.11,540.6,182.64
2025-06-30,KOSPI,1892.02,-6489.49,4757.24,-300.97
2025-07-01,KOSDAQ,-308.71,-324.86,550.16,-36.16
2025-07-01,KOSPI,-6405.17,1759.9,4744.96,-688.28
2025-07-02,KOSDAQ,1713.29,-1896.96,170.42,98.53
2025-07-02,KOSPI,2328.87,-3277.73,720.31,-18.78
2025-07-03,KOSDAQ,-1492.37,1064.1,405.38,43.04
2025-07-03,KOSPI,-12329.89,6426.8,5483.91,-67.44
2025-07-04,KOSDAQ,3995.46,-3219.11,-630.43,-190.97
2025-07-04,KOSPI,2574.72,1623.81,-3822.44,-794.84
2025-07-07,KOSDAQ,-561.86,1330.75,-723.59,102.17
2025-07-07,KOSPI,1558.3,-936.6,-810.52,-592.55
2025-07-08,KOSDAQ,727.24,360.36,-1124.01,-257.03
2025-07-08,KOSPI,-2549.19,2461.39,-326.44,-25.78
2025-07-09,KOSDAQ,22.06,644.0,-812.74,-182.69
2025-07-09,KOSPI,4309.65,-4105.25,-570.77,30.99
2025-07-10,KOSDAQ,-139.76,1546.82,-1461.64,62.56
2025-07-10,KOSPI,-5868.53,4693.7,446.74,449.51
2025-07-11,KOSDAQ,-618.36,518.36,144.97,-25.63
2025-07-11,KOSPI,1249.82,3259.33,-742.89,46.11
2025-07-14,KOSDAQ,1431.62,-1493.96,-410.15,-56.38
2025-07-14,KOSPI,-3568.4,3706.54,-946.54,-204.97
2025-07-15,KOSDAQ,-461.86,697.71,-168.87,-23.96
2025-07-15,KOSPI,-3102.46,2123.34,-167.07,289.39
2025-07-16,KOSDAQ,1533.27,-312.16,-633.08,-84.67
2025-07-16,KOSPI,4016.44,554.86,-5525.21,-747.92
2025-07-17,KOSDAQ,592.15,-713.68,31.53,-40.94
2025-07-17,KOSPI,-3355.53,493.35,1582.86,-136.21
2025-07-18,KOSDAQ,-739.12,419.62,322.84,-76.22
2025-07-18,KOSPI,-3410.74,1878.44,320.47,-941.79
2025-07-21,KOSDAQ,99.86,-191.45,111.53,-145.26
2025-07-21,KOSPI,-10578.41,8935.27,994.34,-93.16
2025-07-22,KOSDAQ,1822.06,-412.22,-1422.59,19.31
2025-07-22,KOSPI,4780.49,-1287.8,-4127.5,-760.46
2025-07-23,KOSDAQ,1489.89,-64.2,-1071.55,-288.41
2025-07-23,KOSPI,-6981.61,4228.01,1917.42,-1033.66
2025-07-24,KOSDAQ,-201.24,375.99,-193.75,-170.11
2025-07-24,KOSPI,-9512.63,7386.22,1273.18,-157.22
2025-07-25,KOSDAQ,734.86,928.4,-1401.96,-239.24
2025-07-25,KOSPI,-4615.84,2705.79,1100.11,464.26
2025-07-28,KOSDAQ,733.16,-154.21,-447.15,16.78
2025-07-28,KOSPI,-9975.18,4752.8,4520.25,-668.19
2025-07-29,KOSDAQ,421.55,-51.54,-294.81,73.65
2025-07-29,KOSPI,-8258.91,6053.95,1166.68,-119.1
2025-07-30,KOSDAQ,17.58,461.81,-154.81,58.46
2025-07-30,KOSPI,-9844.32,5783.47,3307.08,-157.01
2025-07-31,KOSDAQ,-31.94,278.13,-281.73,31.85
2025-07-31,KOSPI,2235.18,3449.63,-7052.52,-1427.25
2025-08-01,KOSDAQ,2441.38,-1107.17,-1410.0,-206.66
2025-08-01,KOSPI,16282.94,-6524.2,-10719.74,-196.35
2025-08-04,KOSDAQ,-266.5,-407.14,742.29,133.46
2025-08-04,KOSPI,-2995.75,829.52,1316.18,103.92
2025-08-05,KOSDAQ,-631.11,457.27,255.82,126.08
2025-08-05,KOSPI,-4784.58,2918.94,946.7,189.28
2025-08-06,KOSDAQ,-968.03,-27.18,941.9,123.89
2025-08-06,KOSPI,473.94,2803.83,-4020.29,-38.98
2025-08-07,KOSDAQ,803.2,-556.69,-204.29,-38.88
2025-08-07,KOSPI,-2048.29,-171.28,1092.42,409.78
2025-08-08,KOSDAQ,-976.32,504.69,709.73,132.75
2025-08-08,KOSPI,1835.22,-1576.23,-1318.14,-802.2
2025-08-11,KOSDAQ,-990.47,553.08,421.03,121.11
2025-08-11,KOSPI,-1407.26,2168.6,-2160.08,-906.57
2025-08-12,KOSDAQ,151.87,-74.36,-30.76,-103.86
2025-08-12,KOSPI,634.45,-603.96,-980.64,213.97
2025-08-13,KOSDAQ,-236.54,92.08,254.57,-54.18
2025-08-13,KOSPI,-6647.74,6349.25,-809.12,-170.67
2025-08-14,KOSDAQ,-330.49,414.81,17.94,-24.36
2025-08-14,KOSPI,-533.74,-779.38,196.69,-788.36
2025-08-18,KOSDAQ,1642.66,-406.17,-1187.88,-56.83
2025-08-18,KOSPI,3569.69,-4880.96,812.65,347.79
2025-08-19,KOSDAQ,404.42,398.88,-606.71,-3.84
2025-08-19,KOSPI,903.96,-4543.92,2538.9,-221.54
2025-08-20,KOSDAQ,1502.76,-425.51,-855.42,-136.06
2025-08-20,KOSPI,-3929.12,-2184.61,5023.99,-720.4
2025-08-21,KOSDAQ,1624.31,-677.12,-853.68,-104.61
2025-08-21,KOSPI,-2591.28,-152.19,1598.25,251.72
2025-08-22,KOSDAQ,-310.6,649.0,-92.22,-121.54
2025-08-22,KOSPI,-4571.75,1825.65,1556.07,109.58
2025-08-25,KOSDAQ,-2841.4,2268.05,824.96,211.43
2025-08-25,KOSPI,-3857.16,1224.47,1543.44,279.73
2025-08-26,KOSDAQ,-1131.19,1602.8,-323.42,84.72
2025-08-26,KOSPI,8519.38,-6836.42,-2657.13,-161.09
2025-08-27,KOSDAQ,1194.28,-899.4,-107.85,-10.54
2025-08-27,KOSPI,568.98,-2022.59,276.85,171.19
2025-08-28,KOSDAQ,873.95,-585.3,-198.23,-326.94
2025-08-28,KOSPI,-3938.55,-241.02,3263.84,747.52
2025-08-29,KOSDAQ,214.43,-498.85,426.61,74.83
2025-08-29,KOSPI,2353.13,-3723.72,647.89,-269.94
2025-09-01,KOSDAQ,693.24,-557.64,39.62,61.53
2025-09-01,KOSPI,3469.26,-2719.92,-1940.16,146.46
2025-09-02,KOSDAQ,-879.03,785.27,218.36,11.98
2025-09-02,KOSPI,-3473.55,4009.89,-1416.47,173.8
2025-09-03,KOSDAQ,-85.36,210.54,-80.62,37.52
2025-09-03,KOSPI,-1563.44,4359.48,-3756.06,-648.8
2025-09-04,KOSDAQ,-1067.63,863.06,336.89,235.22
2025-09-04,KOSPI,-2847.49,2025.13,-232.18,-212.19
2025-09-05,KOSDAQ,-699.1,450.91,331.47,203.38
2025-09-05,KOSPI,-552.2,-1374.36,1124.19,-137.89
2025-09-08,KOSDAQ,-122.72,-348.04,506.21,139.59
2025-09-08,KOSPI,-3848.46,2300.69,778.34,-129.74
2025-09-09,KOSDAQ,-202.34,233.36,-41.91,98.49
2025-09-09,KOSPI,-10370.72,6808.09,2806.15,269.82
2025-09-10,KOSDAQ,-1348.86,790.69,645.08,276.94
2025-09-10,KOSPI,-22634.12,13817.38,9046.43,372.77
2025-09-11,KOSDAQ,527.71,-662.96,298.24,192.32
2025-09-11,KOSPI,-11492.55,2999.94,8225.39,-1489.03
2025-09-12,KOSDAQ,-2693.91,1882.26,965.67,562.98
2025-09-12,KOSPI,-20287.17,14354.93,6118.58,1863.17
2025-09-15,KOSDAQ,1485.54,-636.08,-411.69,163.35
2025-09-15,KOSPI,-1373.74,2667.21,-1376.32,-566.9
2025-09-16,KOSDAQ,2717.02,-2135.81,-451.22,83.26
2025-09-16,KOSPI,-17636.94,17927.29,1082.92,138.13
2025-09-17,KOSDAQ,2854.82,-1630.73,-1126.32,-51.12
2025-09-17,KOSPI,2521.59,-347.37,-3075.31,435.47
2025-09-18,KOSDAQ,-2010.02,530.4,1613.28,394.05
2025-09-18,KOSPI,-7815.76,2851.14,4294.05,467.41
2025-09-19,KOSDAQ,-2584.55,2100.48,792.27,418.83
2025-09-19,KOSPI,5332.32,-3080.43,-3357.26,-599.81
2025-09-22,KOSDAQ,1230.78,-410.19,185.26,136.38
2025-09-22,KOSPI,-7682.03,5652.92,2671.55,-136.6
2025-09-23,KOSDAQ,2205.55,-1273.71,-798.04,-25.9
2025-09-23,KOSPI,-2462.09,3413.65,-1363.26,-294.87
2025-09-24,KOSDAQ,4346.26,-2547.46,-1678.78,-191.76
2025-09-24,KOSPI,17.04,-2486.46,2124.05,-958.45
2025-09-25,KOSDAQ,1070.35,309.65,-1147.8,-188.35
2025-09-25,KOSPI,-5410.57,2196.07,2706.84,-962.24
2025-09-26,KOSDAQ,801.45,-837.63,89.96,-175.81
2025-09-26,KOSPI,10997.15,-5707.23,-4891.52,-686.6
2025-09-29,KOSDAQ,-2272.8,1137.46,1365.41,145.39
2025-09-29,KOSPI,-7479.78,4471.58,3014.28,125.95
2025-09-30,KOSDAQ,1907.05,-1835.47,249.09,-29.16
2025-09-30,KOSPI,-264.59,230.11,-497.01,-16.58
2025-10-01,KOSDAQ,-147.18,287.52,3.95,167.75
2025-10-01,KOSPI,-10812.16,8454.79,2207.86,-349.06
2025-10-02,KOSDAQ,-630.0,667.52,127.98,380.85
2025-10-02,KOSPI,-30715.02,31264.96,-674.95,450.41
2025-10-10,KOSDAQ,-1309.59,2434.81,-871.43,139.26
2025-10-10,KOSPI,-5022.05,10591.55,-5936.26,834.02
2025-10-13,KOSDAQ,1075.52,-927.76,-117.2,47.03
2025-10-13,KOSPI,11648.87,-8220.46,-4470.54,252.32
2025-10-14,KOSDAQ,2251.45,-1137.79,-1134.65,-140.54
2025-10-14,KOSPI,20.33,5581.1,-6299.5,-351.08
2025-10-15,KOSDAQ,-1073.6,501.28,615.64,-110.24
2025-10-15,KOSPI,-9706.35,1631.27,7512.45,822.03
2025-10-16,KOSDAQ,3480.01,-826.63,-2361.1,-492.1
2025-10-16,KOSPI,-13935.76,6532.85,7813.34,981.67
2025-10-17,KOSDAQ,872.11,503.65,-1240.8,3.81
2025-10-17,KOSPI,-3122.31,4437.9,-1688.25,-80.33
2025-10-20,KOSDAQ,-1970.31,1409.38,677.58,64.96
2025-10-20,KOSPI,-4108.71,-2499.66,6427.82,31.69
2025-10-21,KOSDAQ,1812.86,-423.03,-596.55,-221.29
2025-10-21,KOSPI,-1556.48,-123.57,2115.97,496.18
2025-10-22,KOSDAQ,1702.48,-666.46,-884.3,-411.57
2025-10-22,KOSPI,-769.4,-7032.76,7632.58,317.26
2025-10-23,KOSDAQ,1649.91,-1174.34,-134.14,-201.39
2025-10-23,KOSPI,7504.69,-4071.44,-3971.64,-1007.13
2025-10-24,KOSDAQ,-1120.38,353.24,1620.1,78.2
2025-10-24,KOSPI,-20004.73,5755.75,14054.25,730.34
2025-10-27,KOSDAQ,-2946.04,2376.44,1875.91,-59.59
2025-10-27,KOSPI,-7968.53,6470.78,2343.13,-886.48
2025-10-28,KOSDAQ,1497.91,-1578.45,251.47,69.37
2025-10-28,KOSPI,15728.11,-16379.06,925.15,-666.23
2025-10-29,KOSDAQ,636.14,383.25,-566.49,88.92
2025-10-29,KOSPI,-3583.45,-1066.09,5196.41,-3122.67
2025-10-30,KOSDAQ,-983.02,1845.75,-354.86,-92.97
2025-10-30,KOSPI,9363.19,-1172.63,-8379.09,-1733.82
2025-10-31,KOSDAQ,-3357.1,1954.28,1443.28,118.48
2025-10-31,KOSPI,-2017.63,13211.69,-11063.53,-1567.47
2025-11-03,KOSDAQ,-3423.91,3830.06,33.42,-9.32
2025-11-03,KOSPI,6255.63,-7948.96,1840.64,-331.98
2025-11-04,KOSDAQ,-3652.99,2283.02,1662.81,532.65
2025-11-04,KOSPI,27008.76,-22282.03,-4988.72,-1195.47
2025-11-05,KOSDAQ,5650.42,-5983.13,468.28,20.07
2025-11-05,KOSPI,25538.06,-20695.29,-1876.79,582.52
2025-11-06,KOSDAQ,1301.61,-1156.4,60.63,-137.09
2025-11-06,KOSPI,8839.53,-16950.03,8301.06,-368.05
2025-11-07,KOSDAQ,829.68,580.54,-1050.92,-324.29
2025-11-07,KOSPI,6790.58,-4550.11,-2446.02,-687.52
2025-11-10,KOSDAQ,-411.52,-147.62,517.52,-377.05
2025-11-10,KOSPI,-11607.02,-1510.24,13065.6,648.14
2025-11-11,KOSDAQ,769.4,166.36,-822.38,-138.84
2025-11-11,KOSPI,-2830.51,770.1,2247.4,-898.7
2025-11-12,KOSDAQ,-3630.52,2528.89,1147.87,174.99
2025-11-12,KOSPI,-4423.26,-4265.14,9093.04,-451.97
2025-11-13,KOSDAQ,358.26,-784.18,937.69,-4.94
2025-11-13,KOSPI,-2342.61,9989.46,-7178.64,275.03
2025-11-14,KOSDAQ,3818.21,-3194.45,-294.58,-134.08
2025-11-14,KOSPI,32346.13,-23575.44,-9005.19,-66.65
2025-11-17,KOSDAQ,569.66,-426.61,540.9,117.51
2025-11-17,KOSPI,-4999.83,5188.57,-245.07,-467.08
2025-11-18,KOSDAQ,3761.37,-1745.84,-1145.31,-272.73
2025-11-18,KOSPI,12382.01,-5499.95,-6788.36,-593.62
2025-11-19,KOSDAQ,38.22,-620.41,734.69,57.82
2025-11-19,KOSPI,4450.31,-10495.22,6256.02,58.92
2025-11-20,KOSDAQ,-1298.24,1911.36,157.75,-110.33
2025-11-20,KOSPI,-13817.22,7405.65,7566.11,-314.44
2025-11-21,KOSDAQ,2201.04,-1270.59,-775.4,-426.31
2025-11-21,KOSPI,22695.04,-28229.03,4935.45,850.78
2025-11-24,KOSDAQ,635.1,-392.66,-308.31,-5.19
2025-11-24,KOSPI,-4619.34,-7992.57,12718.7,-228.08
2025-11-25,KOSDAQ,-722.25,1107.49,-26.73,337.92
2025-11-25,KOSPI,-275.62,49.25,315.36,-611.1
2025-11-26,KOSDAQ,-2732.71,2096.39,868.31,246.73
2025-11-26,KOSPI,-18048.17,5157.57,12279.84,361.74
2025-11-27,KOSDAQ,1581.52,-868.08,-425.42,-151.37
2025-11-27,KOSPI,-6152.08,1545.62,4325.72,-5.63
2025-11-28,KOSDAQ,-10443.79,4884.61,6029.96,818.46
2025-11-28,KOSPI,15684.55,-20368.74,4587.04,-1367.34
2025-12-01,KOSDAQ,-1751.85,-1499.84,3519.85,638.24
2025-12-01,KOSPI,528.5,2234.95,-2332.65,-962.42
2025-12-02,KOSDAQ,307.24,-1252.61,1371.51,257.34
2025-12-02,KOSPI,-15762.57,12146.94,3928.76,707.85
2025-12-03,KOSDAQ,1123.21,-177.12,-146.8,176.11
2025-12-03,KOSPI,-8984.37,2816.43,7364.12,626.72
2025-12-04,KOSDAQ,-699.38,781.01,809.35,149.0
2025-12-04,KOSPI,5585.37,-6960.14,1318.33,522.22
2025-12-05,KOSDAQ,3198.3,-1300.63,-1864.35,-413.87
2025-12-05,KOSPI,-21156.49,9933.77,11527.94,57.82
2025-12-08,KOSDAQ,-1515.36,3830.17,-1864.16,-353.9
2025-12-08,KOSPI,-3449.18,3210.98,-307.5,-153.17
2025-12-09,KOSDAQ,2135.02,-581.07,-1067.64,-189.77
2025-12-09,KOSPI,-133.16,-889.31,494.07,996.08
2025-12-10,KOSDAQ,-517.2,972.46,-30.63,175.01
2025-12-10,KOSPI,-889.19,3739.17,-3002.89,156.53
2025-12-11,KOSDAQ,465.8,514.29,-342.37,400.17
2025-12-11,KOSPI,3922.5,3656.3,-7753.03,-174.03
2025-12-12,KOSDAQ,-1504.99,1963.79,318.65,-105.28
2025-12-12,KOSPI,-14624.93,414.39,14184.01,891.95
2025-12-15,KOSDAQ,1813.44,-184.82,-1322.88,225.86
2025-12-15,KOSPI,14210.49,-9568.65,-4802.94,1165.83
2025-12-16,KOSDAQ,3984.21,-3523.25,11.02,183.73
2025-12-16,KOSPI,12410.2,-10305.1,-2308.97,137.32
2025-12-17,KOSDAQ,2645.91,-2219.27,122.36,-31.23
2025-12-17,KOSPI,-3374.17,-321.97,3352.96,-286.62
2025-12-18,KOSDAQ,989.99,-900.96,-84.75,167.93
2025-12-18,KOSPI,4129.54,-3459.41,-1005.76,-846.32
2025-12-19,KOSDAQ,-2824.82,1067.39,1993.13,445.39
2025-12-19,KOSPI,-1412.5,-7572.53,8540.93,-412.42
2025-12-22,KOSDAQ,1062.22,-331.7,619.33,198.67
2025-12-22,KOSPI,-26714.42,11017.02,16054.7,228.1
2025-12-23,KOSDAQ,1799.34,-1497.06,453.16,351.21
2025-12-23,KOSPI,-12853.01,9551.07,3526.99,-373.83
2025-12-24,KOSDAQ,-88.9,-357.95,768.72,184.13
2025-12-24,KOSPI,-7170.74,5225.01,2038.89,326.58
2025-12-26,KOSDAQ,-4596.21,971.51,3582.97,922.99
2025-12-26,KOSPI,-23264.68,17790.48,4435.47,-975.02
2025-12-29,KOSDAQ,1877.15,854.33,-1783.98,237.11
2025-12-29,KOSPI,661.12,3336.58,-3132.75,378.92
2025-12-30,KOSDAQ,5392.31,-3266.4,-1687.08,145.5
2025-12-30,KOSPI,8448.11,-4768.3,-3763.14,-1084.11
2026-01-02,KOSDAQ,-1825.38,1043.76,844.86,288.79
2026-01-02,KOSPI,-4251.91,6309.3,-2476.58,-195.85
2026-01-05,KOSDAQ,996.5,-1119.64,242.93,270.95
2026-01-05,KOSPI,-15141.33,21726.31,-7045.6,-1564.31
2026-01-06,KOSDAQ,3813.44,-3349.11,-300.82,-184.46
2026-01-06,KOSPI,5963.07,-6184.24,-664.35,-723.89
2026-01-07,KOSDAQ,1833.31,2573.42,-1002.61,-331.02
2026-01-07,KOSPI,-2943.72,12547.71,-9397.2,-946.64
2026-01-08,KOSDAQ,673.27,-914.67,272.36,111.08
2026-01-08,KOSPI,12539.64,-978.54,-14014.07,-1509.76
2026-01-09,KOSDAQ,1063.78,-1699.64,761.7,-86.38
2026-01-09,KOSPI,1339.24,-16068.29,12045.91,527.29
2026-01-12,KOSDAQ,999.52,-74.15,-685.58,-208.12
2026-01-12,KOSPI,-1013.23,-3512.24,2100.69,-501.06
2026-01-13,KOSDAQ,3369.68,-1810.52,-1456.63,-83.15
2026-01-13,KOSPI,-7125.13,-2792.74,7881.32,22.28
2026-01-14,KOSDAQ,4194.11,-2631.9,-1568.28,-118.51
2026-01-14,KOSPI,-4377.33,-3760.07,5887.11,149.38
2026-01-15,KOSDAQ,-2562.01,3148.21,-287.55,-301.16
2026-01-15,KOSPI,-18235.1,3449.58,12905.5,-311.88
2026-01-16,KOSDAQ,567.09,-839.5,397.23,276.34
2026-01-16,KOSPI,-9382.52,4349.98,3083.47,-900.75
2026-01-19,KOSDAQ,-1395.55,2264.44,-385.79,78.15
2026-01-19,KOSPI,-7512.8,5532.18,-256.42,-1188.0
2026-01-20,KOSDAQ,-3079.75,240.45,2758.85,42.27
2026-01-20,KOSPI,3524.4,1231.75,-6499.71,-1729.4
2026-01-21,KOSDAQ,9553.15,-2611.84,-6611.31,-2059.36
2026-01-21,KOSPI,-9965.44,4393.99,3216.75,-564.24
2026-01-22,KOSDAQ,898.7,832.88,-1376.81,-160.56
2026-01-22,KOSPI,1555.44,-2431.71,-1568.3,-2049.1
2026-01-23,KOSDAQ,-10359.63,1052.41,9735.21,392.16
2026-01-23,KOSPI,-7239.38,1438.2,4789.63,-2718.99
2026-01-26,KOSDAQ,-29138.01,4496.99,26216.55,1507.24
2026-01-26,KOSPI,17156.55,-1588.13,-15414.2,-1730.34
2026-01-27,KOSDAQ,-14540.41,-1132.58,16527.8,632.71
2026-01-27,KOSPI,-10197.05,8448.11,2473.99,-572.41
2026-01-28,KOSDAQ,-26461.99,4866.4,23021.75,923.82
2026-01-28,KOSPI,12130.78,4007.88,-14021.03,-900.14
2026-01-29,KOSDAQ,-21296.86,2163.24,20427.25,86.74
2026-01-29,KOSPI,16172.81,-14896.64,-1673.12,-1196.8
2026-01-30,KOSDAQ,-9829.97,-1658.39,13350.71,307.04
2026-01-30,KOSPI,22979.32,-19728.88,-4240.98,-306.56
2026-02-02,KOSDAQ,2126.61,4107.74,-5484.42,-142.51
2026-02-02,KOSPI,45874.22,-25167.83,-22125.5,-399.25
2026-02-03,KOSDAQ,-7085.03,-896.49,8633.43,-22.38
2026-02-03,KOSPI,-29422.72,7037.97,21707.91,957.81
2026-02-04,KOSDAQ,2398.95,49.06,-1514.82,-676.84
2026-02-04,KOSPI,-10118.74,-9412.67,17836.25,290.03
2026-02-05,KOSDAQ,9062.87,-2756.33,-5385.4,-1044.05
2026-02-05,KOSPI,67790.74,-50107.7,-20692.71,-984.72
2026-02-06,KOSDAQ,1484.21,728.2,-1642.56,-199.25
2026-02-06,KOSPI,21736.05,-33232.62,9413.69,1323.0
2026-02-09,KOSDAQ,-6236.03,2316.81,4876.84,-227.42
2026-02-09,KOSPI,-32947.04,4320.14,27123.39,-862.96
2026-02-10,KOSDAQ,3239.44,-1955.45,-808.39,-395.93
2026-02-10,KOSPI,-8779.84,1474.02,5643.08,-977.23
2026-02-11,KOSDAQ,-513.52,190.62,608.16,-259.79
2026-02-11,KOSPI,-17148.89,8461.22,6926.6,-262.9
2026-02-12,KOSDAQ,860.38,-1065.61,997.02,-234.79
2026-02-12,KOSPI,-44546.92,29954.04,13800.02,721.86
2026-02-13,KOSDAQ,6220.07,-2414.1,-3381.14,-440.7
2026-02-13,KOSPI,7141.22,-9220.32,830.66,563.26
2026-02-19,KOSDAQ,-18300.81,8540.15,10541.3,711.35
2026-02-19,KOSPI,-8609.17,-9395.69,16542.2,153.7
2026-02-20,KOSDAQ,2317.59,-2073.43,231.22,81.64
2026-02-20,KOSPI,-9872.5,-7420.25,16149.5,-1421.74
2026-02-23,KOSDAQ,2178.79,1805.02,-3623.89,-207.59
2026-02-23,KOSPI,10815.14,-11131.64,-1271.22,-2685.3
2026-02-24,KOSDAQ,2285.73,2790.13,-1467.8,284.61
2026-02-24,KOSPI,-22861.15,-2013.45,23772.73,-717.66
2026-02-25,KOSDAQ,3906.39,-2159.41,-1276.54,-9.66
2026-02-25,KOSPI,2307.08,-13082.4,14701.25,749.52
2026-02-26,KOSDAQ,-5458.71,4246.57,1901.01,230.67
2026-02-26,KOSPI,6497.54,-21134.79,12569.13,-980.72
2026-02-27,KOSDAQ,-4724.46,622.52,4459.95,129.46
2026-02-27,KOSPI,62495.72,-70527.56,5666.22,-2283.21
2026-03-03,KOSDAQ,-7614.46,5933.67,2388.32,333.0
2026-03-03,KOSPI,57974.35,-51487.05,-8859.18,411.83
2026-03-04,KOSDAQ,-12030.05,11702.88,322.85,-97.75
2026-03-04,KOSPI,795.82,2302.61,-5978.24,-727.46
2026-03-05,KOSDAQ,-15513.71,8322.49,7392.66,717.14
2026-03-05,KOSPI,18228.11,-1445.64,-17185.6,-871.53
2026-03-06,KOSDAQ,-799.81,-3862.29,4761.26,1656.27
2026-03-06,KOSPI,29487.93,-19418.17,-11141.56,-1747.53
2026-03-09,KOSDAQ,5065.34,-5388.91,446.84,608.76
2026-03-09,KOSPI,46242.13,-31735.37,-15440.58,-1019.81
2026-03-10,KOSDAQ,136.02,-4020.62,4298.44,557.3
2026-03-10,KOSPI,-18339.55,10282.54,9164.04,-93.21
2026-03-11,KOSDAQ,2542.17,-811.94,-1266.69,125.03
2026-03-11,KOSPI,-5086.18,-2562.57,7821.35,-893.39
2026-03-12,KOSDAQ,5064.17,-6867.11,2530.98,399.82
2026-03-12,KOSPI,22291.46,-23831.04,775.3,-374.05
2026-03-13,KOSDAQ,-1324.74,-828.55,2526.17,396.62
2026-03-13,KOSPI,24511.68,-14501.51,-10434.04,284.55
2026-03-16,KOSDAQ,7103.98,-5012.31,-1696.39,7.99
2026-03-16,KOSPI,7163.55,-8485.46,910.68,411.95
2026-03-17,KOSDAQ,1379.67,-585.03,-359.04,-308.42
2026-03-17,KOSPI,-5752.06,-1740.46,7340.57,843.33
2026-03-18,KOSDAQ,-3927.84,4923.71,-253.1,-90.58
2026-03-18,KOSPI,-38716.69,8801.84,31092.63,959.53
2026-03-19,KOSDAQ,5017.92,-2003.51,-2611.66,-16.93
2026-03-19,KOSPI,24115.69,-18760.41,-6648.96,-649.38
